model_id,threshold,oof_precision,oof_recall,oof_f1,n_predicted_aggressive,n_abstained,coverage_rate,meets_precision_target,meets_recall_target,meets_provisional_criteria,eval_basis
word_13_5k__lr_liblin_bal,0.5,0.2308,0.0682,0.1053,13,635,0.0201,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.55,0.3333,0.0455,0.08,6,642,0.0093,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.6,0.3333,0.0227,0.0426,3,645,0.0046,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.65,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.7,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.75,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_bal,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.05,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.1,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.15,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.2,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.25,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.3,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.35,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.4,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.45,0.1024,0.8636,0.1831,371,277,0.5725,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.5,0.2353,0.0909,0.1311,17,631,0.0262,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.55,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.6,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.65,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.7,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.75,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C01,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.05,0.0719,0.9773,0.134,598,50,0.9228,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.1,0.1014,0.8182,0.1805,355,293,0.5478,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.15,0.1443,0.6364,0.2353,194,454,0.2994,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.2,0.1339,0.3409,0.1923,112,536,0.1728,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.25,0.1549,0.25,0.1913,71,577,0.1096,no,yes,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.3,0.175,0.1591,0.1667,40,608,0.0617,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.35,0.1538,0.0909,0.1143,26,622,0.0401,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.4,0.2,0.0909,0.125,20,628,0.0309,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.45,0.25,0.0909,0.1333,16,632,0.0247,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.5,0.25,0.0455,0.0769,8,640,0.0123,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.55,0.2857,0.0455,0.0784,7,641,0.0108,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.6,0.3333,0.0455,0.08,6,642,0.0093,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.65,0.3333,0.0227,0.0426,3,645,0.0046,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.7,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.75,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.8,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__lr_liblin_C5,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.05,0.0994,0.7727,0.1762,342,306,0.5278,no,yes,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.1,0.1413,0.2955,0.1912,92,556,0.142,no,yes,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.15,0.119,0.1136,0.1163,42,606,0.0648,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.2,0.1429,0.0682,0.0923,21,627,0.0324,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.25,0.25,0.0682,0.1071,12,636,0.0185,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.3,0.25,0.0455,0.0769,8,640,0.0123,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.35,0.2857,0.0455,0.0784,7,641,0.0108,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.4,0.3333,0.0227,0.0426,3,645,0.0046,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.45,0.3333,0.0227,0.0426,3,645,0.0046,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.5,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.55,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.6,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.65,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.7,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.75,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__svc_cal_bal,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.05,0.1264,0.7955,0.2181,277,371,0.4275,no,yes,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.1,0.1349,0.3864,0.2,126,522,0.1944,no,yes,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.15,0.16,0.2727,0.2017,75,573,0.1157,no,yes,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.2,0.2045,0.2045,0.2045,44,604,0.0679,no,yes,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.25,0.1818,0.1364,0.1558,33,615,0.0509,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.3,0.1923,0.1136,0.1429,26,622,0.0401,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.35,0.1905,0.0909,0.1231,21,627,0.0324,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.4,0.25,0.0909,0.1333,16,632,0.0247,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.45,0.25,0.0682,0.1071,12,636,0.0185,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.5,0.2,0.0455,0.0741,10,638,0.0154,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.55,0.2222,0.0455,0.0755,9,639,0.0139,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.6,0.2857,0.0455,0.0784,7,641,0.0108,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.65,0.2857,0.0455,0.0784,7,641,0.0108,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.7,0.25,0.0227,0.0417,4,644,0.0062,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.75,0.0,0.0,0.0,2,646,0.0031,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.8,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.85,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.9,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__sgd_log_bal,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.05,0.0954,0.8864,0.1722,409,239,0.6312,no,yes,no,oof_5fold_cv
word_13_5k__cnb,0.1,0.1377,0.7727,0.2337,247,401,0.3812,no,yes,no,oof_5fold_cv
word_13_5k__cnb,0.15,0.1875,0.6818,0.2941,160,488,0.2469,no,yes,no,oof_5fold_cv
word_13_5k__cnb,0.2,0.1892,0.4773,0.271,111,537,0.1713,no,yes,no,oof_5fold_cv
word_13_5k__cnb,0.25,0.1899,0.3409,0.2439,79,569,0.1219,no,yes,no,oof_5fold_cv
word_13_5k__cnb,0.3,0.1525,0.2045,0.1748,59,589,0.091,no,yes,no,oof_5fold_cv
word_13_5k__cnb,0.35,0.1489,0.1591,0.1538,47,601,0.0725,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.4,0.1351,0.1136,0.1235,37,611,0.0571,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.45,0.1613,0.1136,0.1333,31,617,0.0478,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.5,0.2,0.1136,0.1449,25,623,0.0386,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.55,0.2143,0.0682,0.1034,14,634,0.0216,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.6,0.375,0.0682,0.1154,8,640,0.0123,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.65,0.2857,0.0455,0.0784,7,641,0.0108,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.7,0.4,0.0455,0.0816,5,643,0.0077,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.75,0.3333,0.0227,0.0426,3,645,0.0046,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.8,0.3333,0.0227,0.0426,3,645,0.0046,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.85,0.0,0.0,0.0,2,646,0.0031,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.9,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_13_5k__cnb,0.95,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.05,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.1,0.0681,1.0,0.1275,646,2,0.9969,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.15,0.072,0.9773,0.1342,597,51,0.9213,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.2,0.0835,0.9318,0.1533,491,157,0.7577,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.25,0.1102,0.8864,0.196,354,294,0.5463,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.3,0.1493,0.75,0.2491,221,427,0.341,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.35,0.1786,0.5682,0.2717,140,508,0.216,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.4,0.2436,0.4318,0.3115,78,570,0.1204,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.45,0.3125,0.3409,0.3261,48,600,0.0741,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.5,0.2857,0.1818,0.2222,28,620,0.0432,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.55,0.1765,0.0682,0.0984,17,631,0.0262,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.6,0.1,0.0227,0.037,10,638,0.0154,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.65,0.0,0.0,0.0,7,641,0.0108,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.7,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.75,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_bal,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.05,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.1,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.15,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.2,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.25,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.3,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.35,0.0679,1.0,0.1272,648,0,1.0,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.4,0.0692,1.0,0.1294,636,12,0.9815,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.45,0.1254,0.8864,0.2197,311,337,0.4799,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.5,0.3077,0.2727,0.2892,39,609,0.0602,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.55,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.6,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.65,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.7,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.75,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C01,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.05,0.0786,0.9773,0.1455,547,101,0.8441,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.1,0.1064,0.8636,0.1895,357,291,0.5509,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.15,0.1396,0.7045,0.2331,222,426,0.3426,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.2,0.1611,0.5455,0.2487,149,499,0.2299,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.25,0.2159,0.4318,0.2879,88,560,0.1358,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.3,0.2656,0.3864,0.3148,64,584,0.0988,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.35,0.3333,0.3636,0.3478,48,600,0.0741,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.4,0.3429,0.2727,0.3038,35,613,0.054,no,yes,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.45,0.2414,0.1591,0.1918,29,619,0.0448,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.5,0.2381,0.1136,0.1538,21,627,0.0324,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.55,0.1765,0.0682,0.0984,17,631,0.0262,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.6,0.1429,0.0455,0.069,14,634,0.0216,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.65,0.0909,0.0227,0.0364,11,637,0.017,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.7,0.0,0.0,0.0,7,641,0.0108,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.75,0.0,0.0,0.0,5,643,0.0077,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.8,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.85,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.9,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
char_35_5k__lr_liblin_C5,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.05,0.0997,0.8409,0.1783,371,277,0.5725,no,yes,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.1,0.2326,0.4545,0.3077,86,562,0.1327,no,yes,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.15,0.1944,0.1591,0.175,36,612,0.0556,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.2,0.0952,0.0455,0.0615,21,627,0.0324,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.25,0.1333,0.0455,0.0678,15,633,0.0231,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.3,0.0,0.0,0.0,10,638,0.0154,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.35,0.0,0.0,0.0,10,638,0.0154,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.4,0.0,0.0,0.0,6,642,0.0093,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.45,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.5,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.55,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.6,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.65,0.0,0.0,0.0,2,646,0.0031,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.7,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.75,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.8,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__svc_cal_bal,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.05,0.1164,0.7727,0.2024,292,356,0.4506,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.1,0.16,0.6364,0.2557,175,473,0.2701,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.15,0.1739,0.4545,0.2516,115,533,0.1775,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.2,0.2,0.3864,0.2636,85,563,0.1312,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.25,0.2667,0.3636,0.3077,60,588,0.0926,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.3,0.3043,0.3182,0.3111,46,602,0.071,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.35,0.2821,0.25,0.2651,39,609,0.0602,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.4,0.3333,0.25,0.2857,33,615,0.0509,no,yes,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.45,0.2857,0.1818,0.2222,28,620,0.0432,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.5,0.2381,0.1136,0.1538,21,627,0.0324,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.55,0.2,0.0909,0.125,20,628,0.0309,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.6,0.2,0.0909,0.125,20,628,0.0309,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.65,0.0588,0.0227,0.0328,17,631,0.0262,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.7,0.0769,0.0227,0.0351,13,635,0.0201,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.75,0.0,0.0,0.0,9,639,0.0139,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.8,0.0,0.0,0.0,7,641,0.0108,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.85,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.9,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
char_35_5k__sgd_log_bal,0.95,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
char_35_5k__cnb,0.05,0.0965,0.8864,0.1741,404,244,0.6235,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.1,0.1293,0.8636,0.2249,294,354,0.4537,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.15,0.1545,0.8182,0.2599,233,415,0.3596,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.2,0.1579,0.6818,0.2564,190,458,0.2932,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.25,0.1779,0.6591,0.2802,163,485,0.2515,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.3,0.1955,0.5909,0.2938,133,515,0.2052,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.35,0.2182,0.5455,0.3117,110,538,0.1698,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.4,0.2447,0.5227,0.3333,94,554,0.1451,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.45,0.2338,0.4091,0.2975,77,571,0.1188,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.5,0.2319,0.3636,0.2832,69,579,0.1065,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.55,0.2759,0.3636,0.3137,58,590,0.0895,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.6,0.2708,0.2955,0.2826,48,600,0.0741,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.65,0.303,0.2273,0.2597,33,615,0.0509,no,yes,no,oof_5fold_cv
char_35_5k__cnb,0.7,0.32,0.1818,0.2319,25,623,0.0386,no,no,no,oof_5fold_cv
char_35_5k__cnb,0.75,0.3,0.1364,0.1875,20,628,0.0309,no,no,no,oof_5fold_cv
char_35_5k__cnb,0.8,0.2308,0.0682,0.1053,13,635,0.0201,no,no,no,oof_5fold_cv
char_35_5k__cnb,0.85,0.1,0.0227,0.037,10,638,0.0154,no,no,no,oof_5fold_cv
char_35_5k__cnb,0.9,0.1429,0.0227,0.0392,7,641,0.0108,no,no,no,oof_5fold_cv
char_35_5k__cnb,0.95,0.0,0.0,0.0,2,646,0.0031,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.05,0.068,1.0,0.1274,647,1,0.9985,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.1,0.0745,0.9773,0.1385,577,71,0.8904,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.15,0.0932,0.9318,0.1694,440,208,0.679,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.2,0.1233,0.8182,0.2143,292,356,0.4506,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.25,0.1706,0.6591,0.271,170,478,0.2623,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.3,0.1982,0.5,0.2839,111,537,0.1713,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.35,0.2459,0.3409,0.2857,61,587,0.0941,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.4,0.25,0.25,0.25,44,604,0.0679,no,yes,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.45,0.2188,0.1591,0.1842,32,616,0.0494,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.5,0.2857,0.1364,0.1846,21,627,0.0324,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.55,0.2143,0.0682,0.1034,14,634,0.0216,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.6,0.0,0.0,0.0,8,640,0.0123,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.65,0.0,0.0,0.0,4,644,0.0062,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.7,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.75,0.0,0.0,0.0,3,645,0.0046,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.8,0.0,0.0,0.0,1,647,0.0015,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.85,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.9,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
word_char_comb__lr_liblin_bal,0.95,0.0,0.0,0.0,0,648,0.0,no,no,no,oof_5fold_cv
