fortune 2025 rank,name,type,id
445,Packaging Corp. of America,Organization,https://fortune.com/company/packaging-corp-of-america/
446,PVH,Organization,https://fortune.com/company/pvh/
447,Ovintiv,Organization,https://fortune.com/company/ovintiv/
448,Avery Dennison,Organization,https://fortune.com/company/avery-dennison/
449,TransDigm Group,Organization,https://fortune.com/company/transdigm-group/
450,Sprouts Farmers Market,Organization,https://fortune.com/company/sprouts-farmers-market/
451,Prologis,Organization,https://fortune.com/company/prologis/
452,Franklin Resources,Organization,https://fortune.com/company/franklin-resources/
453,Eastman Chemical,Organization,https://fortune.com/company/eastman-chemical/
454,ABM Industries,Organization,https://fortune.com/company/abm-industries/
455,NOV,Organization,https://fortune.com/company/national-oilwell-varco/
456,J.M. Smucker,Organization,https://fortune.com/company/j-m-smucker/
457,Securian Financial Group,Organization,https://fortune.com/company/securian-financial-group/
458,EQT,Organization,https://fortune.com/company/eqt/
459,CACI International,Organization,https://fortune.com/company/caci-international/
460,Graphic Packaging Holding,Organization,https://fortune.com/company/graphic-packaging-holding/
461,Advance Auto Parts,Organization,https://fortune.com/company/advance-auto-parts/
462,Optimum Communications,Organization,https://fortune.com/company/altice-usa/
463,Sirius XM Holdings,Organization,https://fortune.com/company/sirius-xm-holdings/
464,CMS Energy,Organization,https://fortune.com/company/cms-energy/
465,Hertz Global Holdings,Organization,https://fortune.com/company/hertz-global-holdings/
466,Ameren,Organization,https://fortune.com/company/ameren/
467,Rockwell Automation,Organization,https://fortune.com/company/rockwell-automation/
468,Solventum,Organization,https://fortune.com/company/solventum/
469,Monster Beverage,Organization,https://fortune.com/company/monster-beverage/
470,Nasdaq,Organization,https://fortune.com/company/nasdaq/
471,Howmet Aerospace,Organization,https://fortune.com/company/arconic/
472,Insight Enterprises,Organization,https://fortune.com/company/insight-enterprises/
473,Zimmer Biomet Holdings,Organization,https://fortune.com/company/zimmer-biomet-holdings-3/
474,Yum Brands,Organization,https://fortune.com/company/yum-brands/
475,Fastenal,Organization,https://fortune.com/company/fastenal/
476,Marvell Technology,Organization,https://fortune.com/company/marvell-technology/
477,Voya Financial,Organization,https://fortune.com/company/voya-financial/
478,American Financial Group,Organization,https://fortune.com/company/american-financial-group/
479,Post Holdings,Organization,https://fortune.com/company/post-holdings/
480,XPO,Organization,https://fortune.com/company/xpo-logistics/
481,DuPont,Organization,https://fortune.com/company/dow-chemical/
482,Sanmina,Organization,https://fortune.com/company/sanmina/
483,Taylor Morrison Home,Organization,https://fortune.com/company/taylor-morrison-home/
484,Dover,Organization,https://fortune.com/company/dover/
485,Vulcan Materials,Organization,https://fortune.com/company/vulcan-materials/
486,APi Group,Organization,https://fortune.com/company/api-group/
487,Roper Technologies,Organization,https://fortune.com/company/roper-technologies/
488,KBR,Organization,https://fortune.com/company/kbr/
489,Sonoco Products,Organization,https://fortune.com/company/sonoco-products/
490,Williams-Sonoma,Organization,https://fortune.com/company/williams-sonoma/
491,Commercial Metals,Organization,https://fortune.com/company/commercial-metals/
492,Moody's,Organization,https://fortune.com/company/moodys/
493,Continental Resources,Organization,https://fortune.com/company/continental-resources/
494,Ingersoll Rand,Organization,https://fortune.com/company/gardner-denver/
495,Core & Main,Organization,https://fortune.com/company/core-main/
496,Coterra Energy,Organization,https://fortune.com/company/coterra-energy/
497,Primoris Services,Organization,https://fortune.com/company/primoris-services/
498,Masco,Organization,https://fortune.com/company/masco/
499,Somnigroup International,Organization,https://fortune.com/company/tempur-sealy-international/
500,Resideo Technologies,Organization,https://fortune.com/company/resideo-technologies/
501,Knight-Swift Transportation Hldgs.,Organization,https://fortune.com/company/knight-swift-transportation-holdings/
502,Par Pacific Holdings,Organization,https://fortune.com/company/par-pacific-holdings/
503,Electronic Arts,Organization,https://fortune.com/company/electronic-arts/
504,First American Financial,Organization,https://fortune.com/company/first-american-financial/
505,Rush Enterprises,Organization,https://fortune.com/company/rush-enterprises/
506,Ametek,Organization,https://fortune.com/company/ametek/
507,RPM International,Organization,https://fortune.com/company/rpm-international/
508,Sandisk,Organization,https://fortune.com/company/sandisk/
509,T. Rowe Price,Organization,https://fortune.com/company/t-rowe-price/
510,Genworth Financial,Organization,https://fortune.com/company/genworth-financial/
511,Bath & Body Works,Organization,https://fortune.com/company/l-brands/
512,UGI,Organization,https://fortune.com/company/ugi/
513,Science Applications International,Organization,https://fortune.com/company/science-applications-international/
514,Watsco,Organization,https://fortune.com/company/watsco/
515,Polaris,Organization,https://fortune.com/company/polaris-industries/
516,Coca-Cola Consolidated,Organization,https://fortune.com/company/coca-cola-bottling/
517,Ingredion,Organization,https://fortune.com/company/ingredion/
518,Autodesk,Organization,https://fortune.com/company/autodesk/
519,Newell Brands,Organization,https://fortune.com/company/newell-brands/
520,Coinbase Global,Organization,https://fortune.com/company/coinbase/
521,Wynn Resorts,Organization,https://fortune.com/company/wynn-resorts/
522,Annaly Capital Management,Organization,https://fortune.com/company/annaly-capital-management/
523,Clorox,Organization,https://fortune.com/company/clorox/
524,Hyatt Hotels,Organization,https://fortune.com/company/hyatt-hotels/
525,CF Industries Holdings,Organization,https://fortune.com/company/cf-industries-holdings/
526,Ralph Lauren,Organization,https://fortune.com/company/ralph-lauren/
527,Rocket Companies,Organization,https://fortune.com/company/rocket-companies/
528,Synopsys,Organization,https://fortune.com/company/synopsys/
529,Sentry Insurance Group,Organization,https://fortune.com/company/sentry-insurance-group/
530,Xerox Holdings,Organization,https://fortune.com/company/xerox/
531,Tapestry,Organization,https://fortune.com/company/coach/
532,Martin Marietta Materials,Organization,https://fortune.com/company/martin-marietta-materials/
533,Compass,Organization,https://fortune.com/company/compass/
534,PENN Entertainment,Organization,https://fortune.com/company/penn-national-gaming/
535,Agilent Technologies,Organization,https://fortune.com/company/agilent-technologies/
536,Domtar,Organization,https://fortune.com/company/domtar/
537,Weyerhaeuser,Organization,https://fortune.com/company/weyerhaeuser/
538,Iron Mountain,Organization,https://fortune.com/company/iron-mountain/
539,Broadridge Financial Solutions,Organization,https://fortune.com/company/broadridge-financial-solutions/
540,QXO,Organization,https://fortune.com/company/qxo/
541,McCormick,Organization,https://fortune.com/company/mccormick/
542,Insperity,Organization,https://fortune.com/company/insperity/
543,Fortinet,Organization,https://fortune.com/company/fortinet/
544,Olin,Organization,https://fortune.com/company/olin/
545,Brighthouse Financial,Organization,https://fortune.com/company/brighthouse-financial/
546,Ares Management,Organization,https://fortune.com/company/ares-management/
547,Amkor Technology,Organization,https://fortune.com/company/amkor-technology/
548,Warner Music Group,Organization,https://fortune.com/company/warner-music-group/
549,Jackson Financial,Organization,https://fortune.com/company/jackson-financial/
550,Primo Brands,Organization,https://fortune.com/company/primo-brands/
551,NiSource,Organization,https://fortune.com/company/nisource/
552,Hanover Insurance Group,Organization,https://fortune.com/company/hanover-insurance-group/
553,NetApp,Organization,https://fortune.com/company/netapp/
554,Dillard's,Organization,https://fortune.com/company/dillards/
555,Victoria's Secret,Organization,https://fortune.com/company/victorias-secret/
556,Avantor,Organization,https://fortune.com/company/avantor/
557,ARKO,Organization,https://fortune.com/company/arko/
558,Levi Strauss,Organization,https://fortune.com/company/levi-strauss/
559,CME Group,Organization,https://fortune.com/company/cme-group/
560,Gartner,Organization,https://fortune.com/company/gartner/
561,Silgan Holdings,Organization,https://fortune.com/company/silgan-holdings/
562,Lamb Weston Holdings,Organization,https://fortune.com/company/lamb-weston-holdings/
563,Crown Castle,Organization,https://fortune.com/company/crown-castle-international/
564,O-I Glass,Organization,https://fortune.com/company/owens-illinois/
565,Boise Cascade,Organization,https://fortune.com/company/boise-cascade/
566,Camping World Holdings,Organization,https://fortune.com/company/camping-world-holdings/
567,Simon Property Group,Organization,https://fortune.com/company/simon-property-group/
568,Parsons,Organization,https://fortune.com/company/parsons/
569,Stifel Financial,Organization,https://fortune.com/company/stifel-financial/
570,Ardent Health,Organization,https://fortune.com/company/ardent-health-partners/
571,UFP Industries,Organization,https://fortune.com/company/universal-forest-products/
572,Lyft,Organization,https://fortune.com/company/lyft/
573,SS&C Technologies Holdings,Organization,https://fortune.com/company/ssc-technologies-holdings/
574,KB Home,Organization,https://fortune.com/company/kb-home/
575,Organon,Organization,https://fortune.com/company/organon/
576,Church & Dwight,Organization,https://fortune.com/company/church-dwight/
577,OneMain Holdings,Organization,https://fortune.com/company/onemain-holdings/
578,Urban Outfitters,Organization,https://fortune.com/company/urban-outfitters/
579,Toast,Organization,https://fortune.com/company/toast/
580,Darling Ingredients,Organization,https://fortune.com/company/darling-ingredients/
581,Edwards Lifesciences,Organization,https://fortune.com/company/edwards-lifesciences/
582,AppLovin,Organization,https://fortune.com/company/applovin/
583,Teledyne Technologies,Organization,https://fortune.com/company/teledyne-technologies/
584,Host Hotels & Resorts,Organization,https://fortune.com/company/host-hotels-resorts/
585,Digital Realty Trust,Organization,https://fortune.com/company/digital-realty-trust/
586,Equifax,Organization,https://fortune.com/company/equifax/
587,CUNA Mutual Group,Organization,https://fortune.com/company/cuna-mutual-group/
588,StandardAero,Organization,https://fortune.com/company/standardaero/
589,DraftKings,Organization,https://fortune.com/company/draftkings/
590,Academy Sports and Outdoors,Organization,https://fortune.com/company/academy-sports-and-outdoors/
591,Clean Harbors,Organization,https://fortune.com/company/clean-harbors/
592,ON Semiconductor,Organization,https://fortune.com/company/on-semiconductor/
593,Globe Life,Organization,https://fortune.com/company/torchmark/
594,Mercury General,Organization,https://fortune.com/company/mercury-general/
595,Evergy,Organization,https://fortune.com/company/westar-energy/
596,Petco Health and Wellness,Organization,https://fortune.com/company/petco-health-and-wellness/
597,Encompass Health,Organization,https://fortune.com/company/healthsouth/
598,Regal Rexnord,Organization,https://fortune.com/company/regal-beloit/
599,Agilon health,Organization,https://fortune.com/company/agilon-health/
600,Snap,Organization,https://fortune.com/company/snap/
601,Brown & Brown,Organization,https://fortune.com/company/brown-brown/
602,Coty,Organization,https://fortune.com/company/coty/
603,Texas Roadhouse,Organization,https://fortune.com/company/texas-roadhouse/
604,Meritage Homes,Organization,https://fortune.com/company/meritage-homes/
605,Hubbell,Organization,https://fortune.com/company/hubbell/
606,Dauch,Organization,https://fortune.com/company/american-axle-manufacturing/
607,Ventas,Organization,https://fortune.com/company/ventas/
608,U-Haul Holding,Organization,https://fortune.com/company/amerco/
609,Coherent,Organization,https://fortune.com/company/ii-vi/
610,Chemours,Organization,https://fortune.com/company/chemours/
611,Vistance Networks,Organization,https://fortune.com/company/commscope-holding/
612,Realty Income,Organization,https://fortune.com/company/realty-income/
613,RXO,Organization,https://fortune.com/company/rxo/
614,NGL Energy Partners,Organization,https://fortune.com/company/ngl-energy-partners/
615,Huntsman,Organization,https://fortune.com/company/huntsman/
616,Schneider National,Organization,https://fortune.com/company/schneider-national/
617,Option Care Health,Organization,https://fortune.com/company/option-care-health/
618,Take-Two Interactive Software,Organization,https://fortune.com/company/take-two-interactive-software/
619,Paychex,Organization,https://fortune.com/company/paychex/
620,American Eagle Outfitters,Organization,https://fortune.com/company/american-eagle-outfitters/
621,Dycom Industries,Organization,https://fortune.com/company/dycom-industries/
622,Tutor Perini,Organization,https://fortune.com/company/tutor-perini/
623,Veralto,Organization,https://fortune.com/company/veralto/
624,Old Dominion Freight Line,Organization,https://fortune.com/company/old-dominion-freight-line/
625,EPAM Systems,Organization,https://fortune.com/company/epam-systems/
626,Select Medical Holdings,Organization,https://fortune.com/company/select-medical-holdings/
627,Tetra Tech,Organization,https://fortune.com/company/tetra-tech/
628,Maximus,Organization,https://fortune.com/company/maximus/
629,Terex,Organization,https://fortune.com/company/terex/
630,Puget Energy,Organization,https://fortune.com/company/puget-energy/
631,TopBuild,Organization,https://fortune.com/company/topbuild/
632,Cornerstone Building Brands,Organization,https://fortune.com/company/nci-building-systems/
633,Zebra Technologies,Organization,https://fortune.com/company/zebra-technologies/
634,Rivian Automotive,Organization,https://fortune.com/company/rivian-automotive/
635,Brinker International,Organization,https://fortune.com/company/brinker-international/
636,Robert Half,Organization,https://fortune.com/company/robert-half-international/
637,Keysight Technologies,Organization,https://fortune.com/company/keysight-technologies/
638,Western Alliance Bancorp.,Organization,https://fortune.com/company/western-alliance-bancorp/
639,Brunswick,Organization,https://fortune.com/company/brunswick/
640,Sealed Air,Organization,https://fortune.com/company/sealed-air/
641,Lineage,Organization,https://fortune.com/company/lineage-logistics/
642,Mattel,Organization,https://fortune.com/company/mattel/
643,Pinnacle West Capital,Organization,https://fortune.com/company/pinnacle-west-capital/
644,Selective Insurance Group,Organization,https://fortune.com/company/selective-insurance-group/
645,Ingles Markets,Organization,https://fortune.com/company/ingles-markets/
646,Cadence Design Systems,Organization,https://fortune.com/company/cadence-design-systems/
647,Greif,Organization,https://fortune.com/company/greif/
648,Pool,Organization,https://fortune.com/company/pool/
649,PACS Group,Organization,https://fortune.com/company/pacs-group/
650,Antero Resources,Organization,https://fortune.com/company/antero-resources/
651,PriceSmart,Organization,https://fortune.com/company/pricesmart/
652,Abercrombie & Fitch,Organization,https://fortune.com/company/abercrombie-fitch/
653,Brink's,Organization,https://fortune.com/company/brinks/
654,Flowers Foods,Organization,https://fortune.com/company/flowers-foods/
655,First Solar,Organization,https://fortune.com/company/first-solar/
656,Atlassian,Organization,https://fortune.com/company/atlassian/
657,Penn Mutual Life Insurance,Organization,https://fortune.com/company/penn-mutual-life-insurance/
658,Lennox International,Organization,https://fortune.com/company/lennox-international/
659,Country Financial,Organization,https://fortune.com/company/country-financial/
660,Under Armour,Organization,https://fortune.com/company/under-armour/
661,Snap-on,Organization,https://fortune.com/company/snap-on/
662,ResMed,Organization,https://fortune.com/company/resmed/
663,Albemarle,Organization,https://fortune.com/company/albemarle/
664,Incyte,Organization,https://fortune.com/company/incyte/
665,American Water Works,Organization,https://fortune.com/company/american-water-works/
666,CoreWeave,Organization,https://fortune.com/company/coreweave/
667,ADT,Organization,https://fortune.com/company/adt/
668,Twilio,Organization,https://fortune.com/company/twilio/
669,Permian Resources,Organization,https://fortune.com/company/permian-resources/
670,Ensign Group,Organization,https://fortune.com/company/ensign-group/
671,Hilton Grand Vacations,Organization,https://fortune.com/company/hilton-grand-vacations/
672,Marriott Vacations Worldwide,Organization,https://fortune.com/company/marriott-vacations-worldwide/
673,Carlisle,Organization,https://fortune.com/company/carlisle/
674,TriNet Group,Organization,https://fortune.com/company/trinet-group/
675,Deckers Outdoor,Organization,https://fortune.com/company/deckers-outdoor/
676,First Horizon,Organization,https://fortune.com/company/first-horizon-national-corp/
677,Weis Markets,Organization,https://fortune.com/company/weis-markets/
678,GoDaddy,Organization,https://fortune.com/company/godaddy/
679,Nexstar Media Group,Organization,https://fortune.com/company/nexstar-media-group/
680,Zions Bancorp.,Organization,https://fortune.com/company/zions-bancorp/
681,Domino's Pizza,Organization,https://fortune.com/company/dominos-pizza/
682,Graham Holdings,Organization,https://fortune.com/company/graham-holdings/
683,Medical Mutual of Ohio,Organization,https://fortune.com/company/medical-mutual-of-ohio/
684,Roblox,Organization,https://fortune.com/company/roblox/
685,Chord Energy,Organization,https://fortune.com/company/oasis-petroleum/
686,Zoom Communications,Organization,https://fortune.com/company/zoom/
687,AMC Entertainment Holdings,Organization,https://fortune.com/company/amc-entertainment-holdings/
688,TelevisaUnivision,Organization,https://fortune.com/company/univision-communications/
689,Patterson-UTI Energy,Organization,https://fortune.com/company/patterson-uti-energy/
690,Public Storage,Organization,https://fortune.com/company/public-storage/
691,CrowdStrike Holdings,Organization,https://fortune.com/company/crowdstrike/
692,Flagstar Bank,Organization,https://fortune.com/company/new-york-community-bancorp/
693,Rithm Capital,Organization,https://fortune.com/company/new-residential-investment/
694,Kemper,Organization,https://fortune.com/company/kemper/
695,Carlyle Group,Organization,https://fortune.com/company/carlyle-group/
696,eXp World Holdings,Organization,https://fortune.com/company/exp-world-holdings/
697,SoFi Technologies,Organization,https://fortune.com/company/sofi-technologies/
698,Ciena,Organization,https://fortune.com/company/ciena/
699,Five Below,Organization,https://fortune.com/company/five-below/
700,Landstar System,Organization,https://fortune.com/company/landstar-system/
701,Qnity Electronics,Organization,https://fortune.com/company/qnity-electronics/
702,Roku,Organization,https://fortune.com/company/roku/
703,Flowserve,Organization,https://fortune.com/company/flowserve/
704,Elanco Animal Health,Organization,https://fortune.com/company/elanco-animal-health/
705,Cboe Global Markets,Organization,https://fortune.com/company/cboe-global-markets/
706,SiteOne Landscape Supply,Organization,https://fortune.com/company/siteone-landscape-supply/
707,Atmos Energy,Organization,https://fortune.com/company/atmos-energy/
708,Hasbro,Organization,https://fortune.com/company/hasbro/
709,Bread Financial Holdings,Organization,https://fortune.com/company/alliance-data-systems/
710,Upbound Group,Organization,https://fortune.com/company/rent-a-center/
711,Grocery Outlet Holding,Organization,https://fortune.com/company/grocery-outlet-holding/
712,Floor & Decor Holdings,Organization,https://fortune.com/company/floor-decor-holdings/
713,Snowflake,Organization,https://fortune.com/company/snowflake/
714,East West Bancorp,Organization,https://fortune.com/company/east-west-bancorp/
715,TPG,Organization,https://fortune.com/company/tpg/
716,DexCom,Organization,https://fortune.com/company/dexcom/
717,Copart,Organization,https://fortune.com/company/copart/
718,AGNC Investment,Organization,https://fortune.com/company/agnc-investment/
719,NLV Financial,Organization,https://fortune.com/company/nlv-financial/
720,ATI,Organization,https://fortune.com/company/allegheny-technologies/
721,Timken,Organization,https://fortune.com/company/timken/
722,TransUnion,Organization,https://fortune.com/company/transunion/
723,Ryerson Holding,Organization,https://fortune.com/company/ryerson-holding/
724,Applied Industrial Technologies,Organization,https://fortune.com/company/applied-industrial-technologies/
725,Corpay,Organization,https://fortune.com/company/fleetcor-technologies/
726,Viasat,Organization,https://fortune.com/company/viasat/
727,Toro,Organization,https://fortune.com/company/toro/
728,CNO Financial Group,Organization,https://fortune.com/company/cno-financial-group/
729,HEICO,Organization,https://fortune.com/company/heico/
730,Liberty Media,Organization,https://fortune.com/company/liberty-media/
731,V2X,Organization,https://fortune.com/company/v2x/
732,Palantir Technologies,Organization,https://fortune.com/company/palantir-technologies/
733,Harley-Davidson,Organization,https://fortune.com/company/harley-davidson/
734,Robinhood Markets,Organization,https://fortune.com/company/robinhood/
735,Fortune Brands Innovations,Organization,https://fortune.com/company/fortune-brands-home-security/
736,Popular,Organization,https://fortune.com/company/popular/
737,Granite Construction,Organization,https://fortune.com/company/granite-construction/
738,Webster Financial,Organization,https://fortune.com/company/webster-financial/
739,M/I Homes,Organization,https://fortune.com/company/mi-homes/
740,Microchip Technology,Organization,https://fortune.com/company/microchip-technology/
741,EquipmentShare.com,Organization,https://fortune.com/company/equipmentshare-com/
742,Herc Holdings,Organization,https://fortune.com/company/herc-holdings/
743,Opendoor Technologies,Organization,https://fortune.com/company/opendoor-technologies/
744,Alliant Energy,Organization,https://fortune.com/company/alliant-energy/
745,NCR Atleos,Organization,https://fortune.com/company/ncr-atleos/
746,Acuity,Organization,https://fortune.com/company/acuity-brands/
747,Illumina,Organization,https://fortune.com/company/illumina/
748,Dream Finders Homes,Organization,https://fortune.com/company/dream-finders-homes/
749,Service Corp. International,Organization,https://fortune.com/company/service-corp-international/
750,IDEXX Laboratories,Organization,https://fortune.com/company/idexx-laboratories/
751,PennyMac Financial Services,Organization,https://fortune.com/company/pennymac-financial-services/
752,Chart Industries,Organization,https://fortune.com/company/chart-industries/
753,Cal-Maine Foods,Organization,https://fortune.com/company/cal-maine-foods/
754,Kelly Services,Organization,https://fortune.com/company/kelly-services/
755,Euronet Worldwide,Organization,https://fortune.com/company/euronet-worldwide/
756,Lincoln Electric Holdings,Organization,https://fortune.com/company/lincoln-electric-holdings/
757,Wintrust Financial,Organization,https://fortune.com/company/wintrust-financial/
758,Pinterest,Organization,https://fortune.com/company/pinterest/
759,Generac Holdings,Organization,https://fortune.com/company/generac-holdings/
760,Akamai Technologies,Organization,https://fortune.com/company/akamai-technologies/
761,Shift4 Payments,Organization,https://fortune.com/company/shift4-payments/
762,Mueller Industries,Organization,https://fortune.com/company/mueller-industries/
763,Core Natural Resources,Organization,https://fortune.com/company/consol-energy/
764,Fortive,Organization,https://fortune.com/company/fortive/
765,Chefs' Warehouse,Organization,https://fortune.com/company/chefs-warehouse/
766,UMB Financial,Organization,https://fortune.com/company/umb-financial/
767,Calumet,Organization,https://fortune.com/company/calumet-specialty-products/
768,LCI Industries,Organization,https://fortune.com/company/lci-industries/
769,Century Communities,Organization,https://fortune.com/company/century-communities/
770,Valmont Industries,Organization,https://fortune.com/company/valmont-industries/
771,Hologic,Organization,https://fortune.com/company/hologic/
772,Cooper Cos.,Organization,https://fortune.com/company/cooper-cos/
773,Boyd Gaming,Organization,https://fortune.com/company/boyd-gaming/
774,Skyworks Solutions,Organization,https://fortune.com/company/skyworks-solutions/
775,SkyWest,Organization,https://fortune.com/company/skywest/
776,Leggett & Platt,Organization,https://fortune.com/company/leggett-platt/
777,Western Union,Organization,https://fortune.com/company/western-union/
778,Crocs,Organization,https://fortune.com/company/crocs/
779,Align Technology,Organization,https://fortune.com/company/align-technology/
780,Plexus,Organization,https://fortune.com/company/plexus/
781,Mettler-Toledo International,Organization,https://fortune.com/company/mettler-toledo-international/
782,Travel + Leisure,Organization,https://fortune.com/company/wyndham-worldwide/
783,Charles River Laboratories Intl.,Organization,https://fortune.com/company/charles-river-laboratories-intl/
784,ArcBest,Organization,https://fortune.com/company/arcbest/
785,Liberty Energy,Organization,https://fortune.com/company/liberty-oilfield-services/
785,VICI Properties,Organization,https://fortune.com/company/vici-properties/
787,Everforth,Organization,https://fortune.com/company/asgn/
788,Brown-Forman,Organization,https://fortune.com/company/brown-forman/
789,Bloomin' Brands,Organization,https://fortune.com/company/bloomin-brands/
790,Patrick Industries,Organization,https://fortune.com/company/patrick-industries/
791,Alignment Healthcare,Organization,https://fortune.com/company/alignment-healthcare/
792,Callaway Golf,Organization,https://fortune.com/company/callaway-golf/
793,ITT,Organization,https://fortune.com/company/itt/
794,Gen Digital,Organization,https://fortune.com/company/symantec/
795,Middleby,Organization,https://fortune.com/company/middleby/
796,MKS,Organization,https://fortune.com/company/mks-instruments/
797,Federated Mutual Insurance,Organization,https://fortune.com/company/federated-mutual-insurance/
798,Evercore,Organization,https://fortune.com/company/evercore/
799,iHeartMedia,Organization,https://fortune.com/company/iheartmedia/
800,Peabody Energy,Organization,https://fortune.com/company/peabody-energy/
801,Moog,Organization,https://fortune.com/company/moog/
802,Western Midstream Partners,Organization,https://fortune.com/company/western-midstream-partners/
803,A.O. Smith,Organization,https://fortune.com/company/a-o-smith/
804,Diebold Nixdorf,Organization,https://fortune.com/company/diebold-nixdorf/
805,JBT Marel,Organization,https://fortune.com/company/john-bean-technologies/
806,Spirit Aviation Holdings,Organization,https://fortune.com/company/spirit-airlines/
807,FTI Consulting,Organization,https://fortune.com/company/fti-consulting/
808,AptarGroup,Organization,https://fortune.com/company/aptargroup/
809,MSC Industrial Direct,Organization,https://fortune.com/company/msc-industrial-direct/
810,Hyster-Yale,Organization,https://fortune.com/company/hyster-yale-materials-handling/
811,Visteon,Organization,https://fortune.com/company/visteon/
812,Rollins,Organization,https://fortune.com/company/rollins/
813,H&R Block,Organization,https://fortune.com/company/hr-block/
814,SouthState Bank,Organization,https://fortune.com/company/south-state/
815,Cheesecake Factory,Organization,https://fortune.com/company/cheesecake-factory/
816,Everus Construction Group,Organization,https://fortune.com/company/everus-construction-group/
817,Helmerich & Payne,Organization,https://fortune.com/company/helmerich-payne/
818,Instacart,Organization,https://fortune.com/company/instacart/
819,Old National Bancorp,Organization,https://fortune.com/company/old-national-bancorp/
820,Hub Group,Organization,https://fortune.com/company/hub-group/
821,Frontier Group Holdings,Organization,https://fortune.com/company/frontier-group-holdings/
822,Qorvo,Organization,https://fortune.com/company/qorvo/
823,Alnylam Pharmaceuticals,Organization,https://fortune.com/company/alnylam-pharmaceuticals/
824,Cabot,Organization,https://fortune.com/company/cabot/
825,Sally Beauty Holdings,Organization,https://fortune.com/company/sally-beauty-holdings/
826,Matador Resources,Organization,https://fortune.com/company/matador-resources/
827,Donaldson,Organization,https://fortune.com/company/donaldson/
828,Dentsply Sirona,Organization,https://fortune.com/company/dentsply-sirona/
829,MillerKnoll,Organization,https://fortune.com/company/herman-miller/
830,California Resources,Organization,https://fortune.com/company/california-resources/
831,Everpure,Organization,https://fortune.com/company/pure-storage/
832,FirstCash Holdings,Organization,https://fortune.com/company/firstcash-holdings/
833,MYR Group,Organization,https://fortune.com/company/myr-group/
834,Virtu Financial,Organization,https://fortune.com/company/virtu-financial/
835,GameStop,Organization,https://fortune.com/company/gamestop/
836,EnerSys,Organization,https://fortune.com/company/enersys/
837,Trimble,Organization,https://fortune.com/company/trimble/
838,Garrett Motion,Organization,https://fortune.com/company/garrett-motion/
839,Crescent Energy,Organization,https://fortune.com/company/crescent-energy/
840,Portland General Electric,Organization,https://fortune.com/company/portland-general-electric/
841,Woodward,Organization,https://fortune.com/company/woodward/
842,Advantage Solutions,Organization,https://fortune.com/company/advantage-solutions/
843,Extra Space Storage,Organization,https://fortune.com/company/extra-space-storage/
844,Curtiss-Wright,Organization,https://fortune.com/company/curtiss-wright/
845,Valley National Bancorp,Organization,https://fortune.com/company/valley-national-bancorp/
846,Match Group,Organization,https://fortune.com/company/match-group/
847,Cracker Barrel Old Country Store,Organization,https://fortune.com/company/cracker-barrel-old-country-store/
848,Phinia,Organization,https://fortune.com/company/phinia/
849,BXP,Organization,https://fortune.com/company/boston-properties/
850,H.B. Fuller,Organization,https://fortune.com/company/h-b-fuller/
851,Tri Pointe Homes,Organization,https://fortune.com/company/tri-pointe-group/
852,FMC,Organization,https://fortune.com/company/fmc/
853,IDEX,Organization,https://fortune.com/company/idex/
854,RH,Organization,https://fortune.com/company/rh/
855,Bruker,Organization,https://fortune.com/company/bruker/
856,Datadog,Organization,https://fortune.com/company/datadog/
857,Scotts Miracle-Gro,Organization,https://fortune.com/company/scotts-miracle-gro/
858,Amica Mutual Insurance,Organization,https://fortune.com/company/amica-mutual-insurance/
859,Columbia Sportswear,Organization,https://fortune.com/company/columbia-sportswear/
860,BOK Financial,Organization,https://fortune.com/company/bok-financial/
861,Kaiser Aluminum,Organization,https://fortune.com/company/kaiser-aluminum/
862,IES Holdings,Organization,https://fortune.com/company/ies-holdings/
863,Kirby,Organization,https://fortune.com/company/kirby/
864,First National of Nebraska,Organization,https://fortune.com/company/first-national-of-nebraska-inc/
865,Sylvamo,Organization,https://fortune.com/company/sylvamo/
866,Primerica,Organization,https://fortune.com/company/primerica/
867,CrossAmerica Partners,Organization,https://fortune.com/company/crossamerica-partners/
868,Matson,Organization,https://fortune.com/company/matson/
869,Madison Air Solutions,Organization,https://fortune.com/company/madison-air-solutions/
870,Light & Wonder,Organization,https://fortune.com/company/scientific-games/
871,Acadia Healthcare,Organization,https://fortune.com/company/acadia-healthcare/
872,Surgery Partners,Organization,https://fortune.com/company/surgery-partners/
873,Pinnacle Financial Partners,Organization,https://fortune.com/company/pinnacle-financial-partners/
874,Teleflex,Organization,https://fortune.com/company/teleflex/
875,Newmark Group,Organization,https://fortune.com/company/newmark-group/
876,Telephone & Data Systems,Organization,https://fortune.com/company/telephone-data-systems/
877,Avient,Organization,https://fortune.com/company/polyone/
878,OGE Energy,Organization,https://fortune.com/company/oge-energy/
879,CoStar Group,Organization,https://fortune.com/company/costar-group/
880,Exact Sciences,Organization,https://fortune.com/company/exact-sciences-corp/
881,AdaptHealth,Organization,https://fortune.com/company/adapthealth/
882,Greenbrier,Organization,https://fortune.com/company/greenbrier-cos/
883,Saia,Organization,https://fortune.com/company/saia/
884,Affirm Holdings,Organization,https://fortune.com/company/affirm-holdings/
885,BioMarin Pharmaceutical,Organization,https://fortune.com/company/biomarin-pharmaceutical/
886,DocuSign,Organization,https://fortune.com/company/docusign/
887,Columbia Banking System,Organization,https://fortune.com/company/columbia-banking-system/
