no,id,tweet_url,text,text_preprocessed,final_humor_binary,final_humor_source
129,1917664473776623724,https://x.com/Wendys/status/1917664473776623724,100 fries vs. 1 girlfriend who said she wasn’t hungry,100 fries vs. 1 girlfriend who said she wasn’t hungry,0,coder2
130,1914826173638414390,https://x.com/Wendys/status/1914826173638414390,when we say Frosty Swirls just know the car is making the swirls,when we say frosty swirls just know the car is making the swirls,0,coder2
131,1914824035609027011,https://x.com/Wendys/status/1914824035609027011,Can't get Daniel to stop doing swirls in his Talladega @Wendys car https://t.co/o7I4ijkleN,can't get daniel to stop doing swirls in his talladega <mention> car <url>,1,coder2
132,1914683170374459772,https://x.com/Wendys/status/1914683170374459772,get ready to taste a fresh way to Frosty,get ready to taste a fresh way to frosty,0,coder2
133,1914680845526278493,https://x.com/Wendys/status/1914680845526278493,Tasting something fresh for Talladega @Wendys 👀 https://t.co/V25KNexqQn,tasting something fresh for talladega <mention> 👀 <url>,0,coder2
134,1911933396550287524,https://x.com/Wendys/status/1911933396550287524,I kissed the ground and i liked it,i kissed the ground and i liked it,0,coder2
135,1911781221559844913,https://x.com/Wendys/status/1911781221559844913,Katy Perry seemingly kisses the ground after returning from Space. https://t.co/ugi07THOjC,katy perry seemingly kisses the ground after returning from space. <url>,0,coder2
136,1910713017144127729,https://x.com/Wendys/status/1910713017144127729,"Okay we lied (kinda) but also Strawberry, Brownie Batter, and Caramel Frosty Swirls! https://t.co/3rC3oIORjZ https://t.co/cMj5lYqypC","okay we lied (kinda) but also strawberry, brownie batter, and caramel frosty swirls! <url> <url>",0,coder2
137,1909664559243178141,https://x.com/Wendys/status/1909664559243178141,"Sorry to say, but Frosty is out :/","sorry to say, but frosty is out :/",0,coder2
138,1907472436305813963,https://x.com/Wendys/status/1907472436305813963,Keep your game fresh this March Madness with a $1 JBC or Double Stack in the Wendy’s app (w/ additional purchase). #NothingBeatsFresh,keep your game fresh this march madness with a $1 jbc or double stack in the wendy’s app (w/ additional purchase). nothingbeatsfresh,1,coder2
140,1906741707875483676,https://x.com/Wendys/status/1906741707875483676,"Get a $1 JBC or Double Stack all March Madness®. And now for the legal, but we added an emoji to make it cute.
#INTHEWENDYSAPPWITHOFFERANDADDITIONALPURCHASE","get a $1 jbc or double stack all march madness®. and now for the legal, but we added an emoji to make it cute. inthewendysappwithofferandadditionalpurchase",1,coder2
141,1905709754686788031,https://x.com/Wendys/status/1905709754686788031,"Freeze your meeting, not your burgers. https://t.co/YDWr58Z49k https://t.co/ADx5QdbXzs","freeze your meeting, not your burgers. <url> <url>",0,coder2
144,1905005766244815166,https://x.com/Wendys/status/1905005766244815166,"If you see Drew and I both frozen on the same meeting, no you didn’t https://t.co/YDWr58YwjM https://t.co/xRa29ojreh","if you see drew and i both frozen on the same meeting, no you didn’t <url> <url>",0,coder2
145,1904642614470545836,https://x.com/Wendys/status/1904642614470545836,morning routine https://t.co/QwyhwqGTzo,morning routine <url>,0,coder2
146,1904565120010723568,https://x.com/Wendys/status/1904565120010723568,"For all of March Madness®, get a $1 JBC or Double Stack in the Wendy’s app. Don’t worry about forgetting, we have a simple hashtag to help you remember: #DollarJBCorDoubleStackinWendysAppWithOfferLegalSaidToIncludeWithAdditionalPurchase","for all of march madness®, get a $1 jbc or double stack in the wendy’s app. don’t worry about forgetting, we have a simple hashtag to help you remember: dollarjbcordoublestackinwendysappwithofferlegalsaidtoincludewithadditionalpurchase",1,coder2
147,1903162702585008400,https://x.com/Wendys/status/1903162702585008400,"Freeze your meeting, not your burger. Download the Chrome extension to get back to the game faster. https://t.co/YDWr58Z49k https://t.co/i5Ll8LGNgK","freeze your meeting, not your burger. download the chrome extension to get back to the game faster. <url> <url>",0,coder2
148,1903112530345521579,https://x.com/Wendys/status/1903112530345521579,hang the banner @VandyMBB https://t.co/uqk1MMR3d6,hang the banner <mention> <url>,0,coder2
149,1901851793795219858,https://x.com/Wendys/status/1901851793795219858,March Madness bracket if  you picked each matchup by which School's home stadium is closest to an @Wendys location https://t.co/HBiHGjsNdg,march madness bracket if you picked each matchup by which school's home stadium is closest to an <mention> location <url>,1,coder2
150,1899970489797271587,https://x.com/Wendys/status/1899970489797271587,BIGGIE BAGS FLY FREE https://t.co/59iYwMlcCW,biggie bags fly free <url>,0,coder2
151,1893347732040880523,https://x.com/Wendys/status/1893347732040880523,"Your outie dips their fries in their Thin Mints Frosty 
Your outie keeps their thin mints in the freezer 
Your outie uses X in light mode",your outie dips their fries in their thin mints frosty your outie keeps their thin mints in the freezer your outie uses x in light mode,1,coder2
152,1892979312707473537,https://x.com/Wendys/status/1892979312707473537,Im gonna show up at your door selling Thin Mints Frosty,im gonna show up at your door selling thin mints frosty,1,coder2
155,1889052840129114344,https://x.com/Wendys/status/1889052840129114344,"if you thought my burgers were fresh, wait till u see my whip 🏁","if you thought my burgers were fresh, wait till u see my whip 🏁",0,coder2
156,1886095648572760240,https://x.com/Wendys/status/1886095648572760240,If i see my shadow u get 6 more weeks of vanilla frosty,if i see my shadow u get 6 more weeks of vanilla frosty,1,coder2
157,1881055482015805887,https://x.com/Wendys/status/1881055482015805887,Thank you Mr. Beast,thank you mr. beast,0,coder2
158,1879984832446623928,https://x.com/Wendys/status/1879984832446623928,Can’t believe we’re getting TikTok ban before gta 6,can’t believe we’re getting tiktok ban before gta 6,1,coder2
159,1879575467256422436,https://x.com/Wendys/status/1879575467256422436,4pc in 4k https://t.co/w8cOOHtz6P,4pc in 4k <url>,0,coder2
161,1874116245085446380,https://x.com/Wendys/status/1874116245085446380,"2025 = 45^2

It's a perfect square.  It will probably be the only perfect square year you ever get to live in.

The last time that occurred was in 1936.  The next will be in 2116.

So, make 2025 a perfect year for you.","2025 = 45^2 it's a perfect square. it will probably be the only perfect square year you ever get to live in. the last time that occurred was in 1936. the next will be in 2116. so, make 2025 a perfect year for you.",1,coder2
162,1869446006234104036,https://x.com/Wendys/status/1869446006234104036,Do you pronounce it caramel or do u pronounce it wrong?,do you pronounce it caramel or do u pronounce it wrong?,0,coder2
163,1869053674779291778,https://x.com/Wendys/status/1869053674779291778,Keep things roasty this holiday season. https://t.co/UG4KDOSndU,keep things roasty this holiday season. <url>,0,coder2
164,1868743844931797186,https://x.com/Wendys/status/1868743844931797186,Frosty Key Tag: It’s like the best investment of your life except it’s free frosty treats but same vibes.,frosty key tag: it’s like the best investment of your life except it’s free frosty treats but same vibes.,0,coder2
165,1865181393224974679,https://x.com/Wendys/status/1865181393224974679,"idk, i like our version better https://t.co/lxLle9WjFt","idk, i like our version better <url>",0,coder2
168,1864360277942075898,https://x.com/Wendys/status/1864360277942075898,my aesthetic is Laufey + salted caramel frosty 🥺,my aesthetic is laufey + salted caramel frosty 🥺,0,coder2
169,1861447874346934316,https://x.com/Wendys/status/1861447874346934316,REPORT: Naive Little Salted Caramel Frosty Totally Unaware Woman’s Happiness Rests on Her Shoulders,report: naive little salted caramel frosty totally unaware woman’s happiness rests on her shoulders,0,coder2
170,1859714761916555425,https://x.com/Wendys/status/1859714761916555425,“U changed my life” I’m literally just a salted caramel frosty,“u changed my life” i’m literally just a salted caramel frosty,0,coder2
171,1859336640713330801,https://x.com/Wendys/status/1859336640713330801,It’s the only book u can read upside-down https://t.co/vJ0ZsNeQFY,it’s the only book u can read upside-down <url>,0,coder2
172,1849526709361480181,https://x.com/Wendys/status/1849526709361480181,but this IS how you eat Wendy's Breakfast Burrito,but this is how you eat wendy's breakfast burrito,0,coder2
173,1847306069816594818,https://x.com/Wendys/status/1847306069816594818,When mom doesn’t stop for a Wendy’s Krabby Patty Kollab burger https://t.co/jZgDsddw1l,when mom doesn’t stop for a wendy’s krabby patty kollab burger <url>,1,coder2
175,1844751905022447697,https://x.com/Wendys/status/1844751905022447697,this guy https://t.co/YwNEDcYzgH,this guy <url>,0,coder2
176,1843779609789378824,https://x.com/Wendys/status/1843779609789378824,REV UP THOSE FRYERS https://t.co/iGRVIYwGjO,rev up those fryers <url>,0,coder2
177,1843405888624963775,https://x.com/Wendys/status/1843405888624963775,America tomorrow https://t.co/BG87XHjcvj,america tomorrow <url>,0,coder2
178,1842315701081530795,https://x.com/Wendys/status/1842315701081530795,when wendy’s krabby patty kollab gets announced but you gotta wait til tuesday https://t.co/UBztx3sg66,when wendy’s krabby patty kollab gets announced but you gotta wait til tuesday <url>,0,coder2
179,1841548608854016300,https://x.com/Wendys/status/1841548608854016300,BBBBRRREAKING NEWWWS https://t.co/Vw5FulLl0U,bbbbrrreaking newwws <url>,0,coder2
180,1841265943395082611,https://x.com/Wendys/status/1841265943395082611,"If you want something done right, you gotta do it yourself. https://t.co/jEKOYLjxGc","if you want something done right, you gotta do it yourself. <url>",1,coder2
182,1839411514715090949,https://x.com/Wendys/status/1839411514715090949,I scream. You scream. We all scream for working ice cream machines. https://t.co/8cAJRNFGKS,i scream. you scream. we all scream for working ice cream machines. <url>,0,coder2
183,1839266928679845920,https://x.com/Wendys/status/1839266928679845920,Downtown Chicago. 6AM. @Wendys trolling @McDonalds and I’m here for it. https://t.co/bhfpszCtxE,downtown chicago. 6am. <mention> trolling <mention> and i’m here for it. <url>,0,coder2
184,1836585948496162855,https://x.com/Wendys/status/1836585948496162855,"When you have a leaky faucet, you go to Angie’s List, but when you have a grievance, you go to Angie’s Scroll #RHOSLC","when you have a leaky faucet, you go to angie’s list, but when you have a grievance, you go to angie’s scroll rhoslc",0,coder2
185,1835137149286379953,https://x.com/Wendys/status/1835137149286379953,@Wendys this is not how you eat burritos. 😀😃🙂🙃 https://t.co/UJTtycnwjr,<mention> this is not how you eat burritos. 😀😃🙂🙃 <url>,0,coder2
186,1834619968442323418,https://x.com/Wendys/status/1834619968442323418,POV: me going straight from bed to the couch every Saturday,pov: me going straight from bed to the couch every saturday,1,coder2
187,1834347199402229959,https://x.com/Wendys/status/1834347199402229959,"Absolutely no fun was had at our commercial shoot today… 🤣🚀 

Special thanks to our amazing partners at @Wendys 🫶 https://t.co/QoZNAgR4ZG",absolutely no fun was had at our commercial shoot today… 🤣🚀 special thanks to our amazing partners at <mention> 🫶 <url>,0,coder2
188,1833595083490238906,https://x.com/Wendys/status/1833595083490238906,???!?!?!?!WHO EATS A BURRITO LIKE THIS?!?!?!?! @Wendys https://t.co/QkwBdIHaql,???!?!?!?!who eats a burrito like this?!?!?!?! <mention> <url>,0,coder2
189,1827852148366843989,https://x.com/Wendys/status/1827852148366843989,Unhappy Hour means you can get a $1 Honey Buddy w purchase in the app. See? Life still has meaning - even on Monday mornings. https://t.co/9ANLjAkbTt,unhappy hour means you can get a $1 honey buddy w purchase in the app. see? life still has meaning - even on monday mornings. <url>,1,coder2
194,1826437118563889607,https://x.com/Wendys/status/1826437118563889607,“The Bland Budapest Motel”,“the bland budapest motel”,0,coder2
198,1826432938801570164,https://x.com/Wendys/status/1826432938801570164,“We Bought A Streaming App”,“we bought a streaming app”,0,coder2
199,1826432611092136230,https://x.com/Wendys/status/1826432611092136230,“Appetite Gone in 60 Seconds”,“appetite gone in 60 seconds”,0,coder2
200,1826432485950898219,https://x.com/Wendys/status/1826432485950898219,“Forgetting Sarah Marshall’s Order”,“forgetting sarah marshall’s order”,0,coder2
201,1826432151862026427,https://x.com/Wendys/status/1826432151862026427,"Can’t wait to watch… 
“Any Given Day but Sunday” 
a thread 🧵",can’t wait to watch… “any given day but sunday” a thread 🧵,0,coder2
204,1825310472368791724,https://x.com/Wendys/status/1825310472368791724,Unhappy Hour means you can get a $1 Honey Buddy w purchase in the app. Also means monday morning but forget that part.,unhappy hour means you can get a $1 honey buddy w purchase in the app. also means monday morning but forget that part.,1,coder2
206,1822772454533579005,https://x.com/Wendys/status/1822772454533579005,Unhappy Hour is tomorrow so yew can get a $1 Honey Buddy w purchase in the app. Does that help?,unhappy hour is tomorrow so yew can get a $1 honey buddy w purchase in the app. does that help?,0,coder2
207,1821635837161029764,https://x.com/Wendys/status/1821635837161029764,@NYTGames Why ru playing games 😔 @NYTGames,<mention> why ru playing games 😔 <mention>,0,coder2
208,1821610694745485569,https://x.com/Wendys/status/1821610694745485569,@NYTGames why u flirtin with me,<mention> why u flirtin with me,0,coder2
209,1821610561962176956,https://x.com/Wendys/status/1821610561962176956,"Wordle 1,146 1/6

🟩🟩🟩🟩🟩","wordle 1,146 1/6 🟩🟩🟩🟩🟩",0,coder2
211,1820231911635087503,https://x.com/Wendys/status/1820231911635087503,"Unhappy Hour: get a $1 Honey Buddy w purchase in the app. Monday mornings, it’s literally the least we could do.

Hope that’s enough.","unhappy hour: get a $1 honey buddy w purchase in the app. monday mornings, it’s literally the least we could do. hope that’s enough.",0,coder2
212,1818340302802850216,https://x.com/Wendys/status/1818340302802850216,My saucy nuggs get such a good block from the table they do a yurchenko double pike into my mouth,my saucy nuggs get such a good block from the table they do a yurchenko double pike into my mouth,1,coder2
215,1811795717297508777,https://x.com/Wendys/status/1811795717297508777,"That’s cute. 

We’ve got free fries every Friday in the app. All year long.",that’s cute. we’ve got free fries every friday in the app. all year long.,0,coder2
216,1811499139739398639,https://x.com/Wendys/status/1811499139739398639,.@nytgames it’s literally been a word since 2007 https://t.co/flCQAfCAjP,.<mention> it’s literally been a word since 2007 <url>,0,coder2
217,1811077661101301959,https://x.com/Wendys/status/1811077661101301959,"Workin’ on the ol’ photoshop skills again…
Hit us up if your profile pic needs some sauce",workin’ on the ol’ photoshop skills again… hit us up if your profile pic needs some sauce,1,coder2
218,1810668075450036606,https://x.com/Wendys/status/1810668075450036606,"McDonald’s are giving away free fries on National French Fry Day, July 12th https://t.co/B8V25hppkI","mcdonald’s are giving away free fries on national french fry day, july 12th <url>",0,coder2
219,1810406280198299682,https://x.com/Wendys/status/1810406280198299682,"Missing messy? Well, our saucy nuggs are just sitting there waiting for ya. Go messy!","missing messy? well, our saucy nuggs are just sitting there waiting for ya. go messy!",0,coder2
220,1810007794310840603,https://x.com/Wendys/status/1810007794310840603,Whenever i need new tires i just pull up to a pit crew during a nascar race @NASCARChicago,whenever i need new tires i just pull up to a pit crew during a nascar race <mention>,1,coder2
221,1808626600872665366,https://x.com/Wendys/status/1808626600872665366,.@shanevg97 you asked for some sauce for your race in Chicago. This work? https://t.co/e67YBsIvdK,.<mention> you asked for some sauce for your race in chicago. this work? <url>,1,coder2
222,1806348032662802747,https://x.com/Wendys/status/1806348032662802747,ANYTHING IS SAUCE-A-BLEEEEEEEEEE,anything is sauce-a-bleeeeeeeeee,0,coder2
223,1806180519689834523,https://x.com/Wendys/status/1806180519689834523,"Never change Deuce. 

DaRon Holmes II (@DaRonagon) joked about getting free @Wendys sauces as a new member of the Nuggets and that he needs an inhaler for the altitude in Denver. 😂 @WDTN 

You got a great one, @nuggets fans.

(📽️: @NBA) https://t.co/tJ1bDyME5N","never change deuce. daron holmes ii (<mention>) joked about getting free <mention> sauces as a new member of the nuggets and that he needs an inhaler for the altitude in denver. 😂 <mention> you got a great one, <mention> fans. (📽️: <mention>) <url>",0,coder2
226,1806116941091811827,https://x.com/Wendys/status/1806116941091811827,Whoever becomes a nugget tonight gets FREE saucy nuggets for a year 👀,whoever becomes a nugget tonight gets free saucy nuggets for a year 👀,0,coder2
227,1801112110136500397,https://x.com/Wendys/status/1801112110136500397,Like this tweet (no one will see it),like this tweet (no one will see it),0,coder2
228,1801106753884434800,https://x.com/Wendys/status/1801106753884434800,Wait now I wanna see ur likes,wait now i wanna see ur likes,0,coder2
230,1793796655512183145,https://x.com/Wendys/status/1793796655512183145,Stop taking the concept of a Biggie Bag and making it worse,stop taking the concept of a biggie bag and making it worse,1,coder2
231,1793780306484285515,https://x.com/Wendys/status/1793780306484285515,"Burger King to launch $5 value meal ahead of McDonald's, Bloomberg News reports https://t.co/X7zmrnINjM https://t.co/jAgCVLjwkH","burger king to launch $5 value meal ahead of mcdonald's, bloomberg news reports <url> <url>",0,coder2
233,1793669887094927716,https://x.com/Wendys/status/1793669887094927716,What’s this called? https://t.co/yn4TwIhXnu,what’s this called? <url>,0,coder2
234,1787884953876705769,https://x.com/Wendys/status/1787884953876705769,same energy https://t.co/piNJhbGVin,same energy <url>,0,coder2
235,1787542849061626009,https://x.com/Wendys/status/1787542849061626009,me inventing the mcflurry fries,me inventing the mcflurry fries,0,coder2
236,1785760296335822857,https://x.com/Wendys/status/1785760296335822857,I’ll say it again https://t.co/C0TO0cW54C,i’ll say it again <url>,0,coder2
237,1785674044190175475,https://x.com/Wendys/status/1785674044190175475,McDonald’s announced plans to create their largest burger ever https://t.co/IMnQErb8sy,mcdonald’s announced plans to create their largest burger ever <url>,1,coder2
238,1785401765271101734,https://x.com/Wendys/status/1785401765271101734,Look between CAPS LOCK and RETURN on your keyboard. That’s the alphabet. Use it to write an original joke.,look between caps lock and return on your keyboard. that’s the alphabet. use it to write an original joke.,1,coder2
239,1783201437113082357,https://x.com/Wendys/status/1783201437113082357,"Congrats 👑@reggiebush
Can we get our burger back now https://t.co/nSSLMRUv7m",congrats 👑<mention> can we get our burger back now <url>,1,coder2
240,1783192374044184957,https://x.com/Wendys/status/1783192374044184957,"You can get chili for $1 with purchase in the app today.
Which means you should get a @Cinnabon Pull-Apart to go with it and then like walk around and make people mad or sumthn. https://t.co/FGv8IS89zC",you can get chili for $1 with purchase in the app today. which means you should get a <mention> pull-apart to go with it and then like walk around and make people mad or sumthn. <url>,1,coder2
242,1781058134250758398,https://x.com/Wendys/status/1781058134250758398,You're welcome https://t.co/cJVqUJJ8u3,you're welcome <url>,0,coder2
245,1779914355594727486,https://x.com/Wendys/status/1779914355594727486,I thought I could file my taxes on tumblr but apparently that is incorrect,i thought i could file my taxes on tumblr but apparently that is incorrect,0,coder2
247,1778907905896435764,https://x.com/Wendys/status/1778907905896435764,Does this make sense or have you not experienced joy? https://t.co/AjFkef0wfY,does this make sense or have you not experienced joy? <url>,0,coder2
248,1775209957358522399,https://x.com/Wendys/status/1775209957358522399,New @Cinnabon Pull-Apart? It’s okay to have just a lil’ treat. 🥹,new <mention> pull-apart? it’s okay to have just a lil’ treat. 🥹,1,coder2
251,1769882785836371981,https://x.com/Wendys/status/1769882785836371981,@tuasleftnut @MarchMadnessMBB @CBSSportsCBB @SickosCBB @SickosCommittee In that case https://t.co/OolCKBv0XX,<mention> <mention> <mention> <mention> <mention> in that case <url>,0,coder2
252,1769784989338464723,https://x.com/Wendys/status/1769784989338464723,fry put my hand up on fry hip. When fry dip you dip we dip,fry put my hand up on fry hip. when fry dip you dip we dip,0,coder2
253,1767684773659418706,https://x.com/Wendys/status/1767684773659418706,everything’s fine https://t.co/38Ku9IouH6,everything’s fine <url>,0,coder2
254,1767666525698207989,https://x.com/Wendys/status/1767666525698207989,The voices did not stop. They are louder now,the voices did not stop. they are louder now,0,coder2
255,1757905771189190791,https://x.com/Wendys/status/1757905771189190791,Struggling to keep the romance fresh? Let Wendy’s &amp; Josh help with perfect pairing package. https://t.co/BSFaYwVdlv,struggling to keep the romance fresh? let wendy’s &amp; josh help with perfect pairing package. <url>,1,coder2
256,1757549861858119986,https://x.com/Wendys/status/1757549861858119986,"Critics are calling “Wendy and Josh Are Just Friends,” “Like Normal People, but much shorter and more burgers.” Grab a Baconator, pour a glass of @joshcellars, and cozy up with our Valentine’s Day read:   https://t.co/UPHQnPnp7k","critics are calling “wendy and josh are just friends,” “like normal people, but much shorter and more burgers.” grab a baconator, pour a glass of <mention>, and cozy up with our valentine’s day read: <url>",0,coder2
257,1757109191762747848,https://x.com/Wendys/status/1757109191762747848,". @joshcellars burgers are fun
red wine is posh
wanna pair up?
nvm blame it on the Josh https://t.co/i8bRaSup6s",. <mention> burgers are fun red wine is posh wanna pair up? nvm blame it on the josh <url>,1,coder2
258,1755700112045580732,https://x.com/Wendys/status/1755700112045580732,Thanks for a great AMA! @McDonalds  thank you for the paid support and letting us take over for the day. Talk soon!,thanks for a great ama! <mention> thank you for the paid support and letting us take over for the day. talk soon!,0,coder2
259,1755671017173774387,https://x.com/Wendys/status/1755671017173774387,"Speaking of burglary, we’re taking this AMA. Ask us anything. https://t.co/w9JkcBUkg9 https://t.co/bJbwt5CfLx","speaking of burglary, we’re taking this ama. ask us anything. <url> <url>",0,coder2
260,1752389070351675762,https://x.com/Wendys/status/1752389070351675762,Pookie looking absolutely fire https://t.co/zx9zjINi7m,pookie looking absolutely fire <url>,0,coder2
261,1750997136404029658,https://x.com/Wendys/status/1750997136404029658,https://t.co/A2e8OWmrfx,<url>,0,coder2
262,1750522723510493356,https://x.com/Wendys/status/1750522723510493356,McDonald’s is releasing a Double Big Mac https://t.co/M8IhDWesyG,mcdonald’s is releasing a double big mac <url>,0,coder2
263,1748061377682387211,https://x.com/Wendys/status/1748061377682387211,Finally got mine 🥰 https://t.co/Wbg0cebnYJ,finally got mine 🥰 <url>,0,coder2
264,1747413044945117351,https://x.com/Wendys/status/1747413044945117351,"RT @TeamTrackhouse: Order up! The House is getting 𝗕𝗶𝗴𝗴𝗶𝗲𝗿 in 2024.

🍔: https://t.co/ikk9c2Ivgu https://t.co/th9UsnrRTu",rt <mention>: order up! the house is getting 𝗕𝗶𝗴𝗴𝗶𝗲𝗿 in 2024. 🍔: <url> <url>,0,coder2
265,1747408308141494598,https://x.com/Wendys/status/1747408308141494598,"Order up! The House is getting 𝗕𝗶𝗴𝗴𝗶𝗲𝗿 in 2024.

🍔: https://t.co/ikk9c2Ivgu https://t.co/th9UsnrRTu",order up! the house is getting 𝗕𝗶𝗴𝗴𝗶𝗲𝗿 in 2024. 🍔: <url> <url>,0,coder2
266,1744381160086524197,https://x.com/Wendys/status/1744381160086524197,sometimes a vanilla frosty after 8 months is enough to stop the voices,sometimes a vanilla frosty after 8 months is enough to stop the voices,1,coder2
267,1724894653793833227,https://x.com/Wendys/status/1724894653793833227,"On the 1st Wednesday of Nuggetmas my true love gave to me: FREE NUGGETS.
.
.
.
.

Get a free 6 pc Nuggs today with any purchase from our in-app offer.
Limited time only at participating U.S. Wendy’s. Account registration required.",on the 1st wednesday of nuggetmas my true love gave to me: free nuggets. . . . . get a free 6 pc nuggs today with any purchase from our in-app offer. limited time only at participating u.s. wendy’s. account registration required.,1,coder2
268,1724568790820687971,https://x.com/Wendys/status/1724568790820687971,https://t.co/2m6fIRFQvX,<url>,0,coder2
269,1720890415690256753,https://x.com/Wendys/status/1720890415690256753,helping @LisaBarlow7 get her rings insured today just in case. #BravoCon https://t.co/aH8xmU9sGB,helping <mention> get her rings insured today just in case. bravocon <url>,0,coder2
270,1720855479293731083,https://x.com/Wendys/status/1720855479293731083,Attack this croissant am i right https://t.co/h3zS2Rfkhw,attack this croissant am i right <url>,0,coder2
271,1716894851499966760,https://x.com/Wendys/status/1716894851499966760,WHERE IS WENDY,where is wendy,1,coder2
273,1708923043551338818,https://x.com/Wendys/status/1708923043551338818,"The Starting Lineup
Corner Three Days Grace 
Step Back Sunday",the starting lineup corner three days grace step back sunday,0,coder2
274,1708846678881513926,https://x.com/Wendys/status/1708846678881513926,"“I’m emo” 

- Jimmy Butler 

(Via @ByTimReynolds ) https://t.co/IrL9Nqqvyv",“i’m emo” - jimmy butler (via <mention> ) <url>,0,coder2
275,1705356808959787436,https://x.com/Wendys/status/1705356808959787436,"Fun fact, these are doubloons. https://t.co/GjW2QACWt3","fun fact, these are doubloons. <url>",0,coder2
277,1703862493611802817,https://x.com/Wendys/status/1703862493611802817,"Today is the day that is good and nothing bad happens. Yup, National Cheeseburger day. Celebrate with a 1 cent jbc with any purchase in the app.","today is the day that is good and nothing bad happens. yup, national cheeseburger day. celebrate with a 1 cent jbc with any purchase in the app.",0,coder2
278,1699798695691395159,https://x.com/Wendys/status/1699798695691395159,https://t.co/OQOqI9VO8g,<url>,0,coder2
279,1699796550636200229,https://x.com/Wendys/status/1699796550636200229,https://t.co/l4bH6S4RXz,<url>,0,coder2
281,1692596616299999573,https://x.com/Wendys/status/1692596616299999573,https://t.co/PZH0rWXOC4,<url>,0,coder2
283,1684338270325424129,https://x.com/Wendys/status/1684338270325424129,My red flag is thinking she still thinks about me https://t.co/AYfjEK0Gve,my red flag is thinking she still thinks about me <url>,0,coder2
284,1683273880004173824,https://x.com/Wendys/status/1683273880004173824,That’s his most expensive X yet 😮,that’s his most expensive x yet 😮,0,coder2
285,1681758534982148097,https://x.com/Wendys/status/1681758534982148097,F*dge it. 27 minutes of food footage https://t.co/sgKlje7vmI,f*dge it. 27 minutes of food footage <url>,0,coder2
286,1677057469187518465,https://x.com/Wendys/status/1677057469187518465,I AM SUING OUR THREADS ACCOUNT,i am suing our threads account,0,coder2
287,1674801534251552769,https://x.com/Wendys/status/1674801534251552769,Straw #Barbie Frosty? https://t.co/G92L2Fo8f8,straw barbie frosty? <url>,0,coder2
288,1673337925763776513,https://x.com/Wendys/status/1673337925763776513,And Baconate https://t.co/IUvcqDW4f4,and baconate <url>,0,coder2
290,1671254412919205888,https://x.com/Wendys/status/1671254412919205888,https://t.co/wyUBSllNxt,<url>,0,coder2
291,1669414854078218240,https://x.com/Wendys/status/1669414854078218240,https://t.co/qPNHucr5nI,<url>,0,coder2
292,1668661154325966852,https://x.com/Wendys/status/1668661154325966852,https://t.co/MbvA7eagxO,<url>,0,coder2
293,1667183491551821832,https://x.com/Wendys/status/1667183491551821832,@TheDrum You know why Wendys hasnt posted a ChatGPT ad? They dont cut corners.,<mention> you know why wendys hasnt posted a chatgpt ad? they dont cut corners.,1,coder1
295,1663376242433720321,https://x.com/Wendys/status/1663376242433720321,guess this means they went with our script 💅🔥⛏️ @nuggets @miamiHEAT @NBA #HeatNuggets https://t.co/mcdvyAyQQL,guess this means they went with our script 💅🔥⛏️ <mention> <mention> <mention> heatnuggets <url>,1,coder1
296,1662099102618857473,https://x.com/Wendys/status/1662099102618857473,https://t.co/Hf7jv9iDRg,<url>,0,coder2
298,1661089747027017748,https://x.com/Wendys/status/1661089747027017748,"Thank you to everyone who participated in our little breakfast experimeat. If you missed it, we hope you can figure yourself out and grab some $3 Breakfast.","thank you to everyone who participated in our little breakfast experimeat. if you missed it, we hope you can figure yourself out and grab some $3 breakfast.",0,coder1
301,1658178790713876486,https://x.com/Wendys/status/1658178790713876486,A Frosty is a sweet treat. It is a drink. It is a sauce. It is fearless. It’s Frosty and it’s the new look for summer 🍓,a frosty is a sweet treat. it is a drink. it is a sauce. it is fearless. it’s frosty and it’s the new look for summer 🍓,1,coder1
303,1655950878724202499,https://x.com/Wendys/status/1655950878724202499,"Starting tomorrow, we’ll be fulfilling a handful of requests for anyone that needs a message from the one and only me. While you’re waiting, go ahead and grab a free fry when you get a Strawberry Frosty in the app https://t.co/7aEzQi8dIK https://t.co/RqhVNDehES","starting tomorrow, we’ll be fulfilling a handful of requests for anyone that needs a message from the one and only me. while you’re waiting, go ahead and grab a free fry when you get a strawberry frosty in the app <url> <url>",0,coder1
304,1654524291231129600,https://x.com/Wendys/status/1654524291231129600,https://t.co/PBcoTxw1zV,<url>,0,coder2
305,1654284843490988033,https://x.com/Wendys/status/1654284843490988033,"RT @Spitalfield98: Dearest @Wendys — if you help promote our Remember Right Now 20 Year Anniversary Tour with a RT, we will send *you* free…","rt <mention>: dearest <mention> — if you help promote our remember right now 20 year anniversary tour with a rt, we will send *you* free…",0,coder2
306,1654276971214299136,https://x.com/Wendys/status/1654276971214299136,"Dearest @Wendys — if you help promote our Remember Right Now 20 Year Anniversary Tour with a RT, we will send *you* free food for a month! [wsg on select dates: @RookieOfTheYear + @ValenciaShane + @heybobnanna] 🖤🖤🖤 TICKETS: https://t.co/5bxGHadYA7 https://t.co/JspQNpNNjr","dearest <mention> — if you help promote our remember right now 20 year anniversary tour with a rt, we will send *you* free food for a month! [wsg on select dates: <mention> + <mention> + <mention>] 🖤🖤🖤 tickets: <url> <url>",0,coder2
