variant,class_label,rank,feature,weight
mask_all_leakage_groups,affiliative,5,word__thank,0.140034
mask_all_leakage_groups,affiliative,6,word__we re,0.129159
mask_all_leakage_groups,affiliative,7,word__in,0.127466
mask_all_leakage_groups,affiliative,8,word__to,0.125853
mask_all_leakage_groups,affiliative,9,word__happy,0.122767
mask_all_leakage_groups,affiliative,10,word__thank you,0.117711
mask_all_leakage_groups,affiliative,11,word__for,0.114869
mask_all_leakage_groups,affiliative,12,word__thanks,0.11464
mask_all_leakage_groups,affiliative,13,char__ank,0.113871
mask_all_leakage_groups,affiliative,14,word__every,0.111951
mask_all_leakage_groups,affiliative,15,word__us,0.109813
mask_all_leakage_groups,affiliative,16,word__to the,0.109787
mask_all_leakage_groups,affiliative,17,word__day,0.1084
mask_all_leakage_groups,affiliative,18,char__hank,0.106796
mask_all_leakage_groups,affiliative,19,char__thank,0.106796
mask_all_leakage_groups,affiliative,20,word__let,0.106418
mask_all_leakage_groups,affiliative,21,word__their,0.104455
mask_all_leakage_groups,affiliative,22,word__to mention,0.103399
mask_all_leakage_groups,affiliative,23,word__re,0.098894
mask_all_leakage_groups,affiliative,24,char__nti,0.097722
mask_all_leakage_groups,affiliative,25,char__rat,0.09714
mask_all_leakage_groups,self-enhancing,1,word__is,0.171802
mask_all_leakage_groups,self-enhancing,2,word__better,0.168936
mask_all_leakage_groups,self-enhancing,3,word__url,0.128247
mask_all_leakage_groups,self-enhancing,4,word__as,0.124623
mask_all_leakage_groups,self-enhancing,5,word__perfect,0.121104
mask_all_leakage_groups,self-enhancing,6,word__most,0.120285
mask_all_leakage_groups,self-enhancing,7,word__and,0.120278
mask_all_leakage_groups,self-enhancing,8,word__tesla,0.116641
mask_all_leakage_groups,self-enhancing,9,word__spicy,0.113509
mask_all_leakage_groups,self-enhancing,10,char__ect,0.112415
mask_all_leakage_groups,self-enhancing,11,word__from,0.11196
mask_all_leakage_groups,self-enhancing,12,word__where,0.10187
mask_all_leakage_groups,self-enhancing,13,word__fan,0.097879
mask_all_leakage_groups,self-enhancing,14,word__2026,0.096363
mask_all_leakage_groups,self-enhancing,15,word__delicious,0.093478
mask_all_leakage_groups,self-enhancing,16,word__one,0.092319
mask_all_leakage_groups,self-enhancing,17,word__less,0.092174
mask_all_leakage_groups,self-enhancing,18,char__ ne,0.08971
mask_all_leakage_groups,self-enhancing,19,char__ an,0.089208
mask_all_leakage_groups,self-enhancing,20,word__home,0.087906
mask_all_leakage_groups,self-enhancing,21,word__before,0.083695
mask_all_leakage_groups,self-enhancing,22,word__meet the,0.082206
mask_all_leakage_groups,self-enhancing,23,word__url url,0.082047
mask_all_leakage_groups,self-enhancing,24,char__pic,0.081353
mask_all_leakage_groups,self-enhancing,25,char__ de,0.080091
mask_all_leakage_groups,self-defeating,1,word__store,0.573823
mask_all_leakage_groups,self-defeating,2,word__my,0.445833
mask_all_leakage_groups,self-defeating,3,word__no,0.399731
mask_all_leakage_groups,self-defeating,4,word__not,0.379302
mask_all_leakage_groups,self-defeating,5,word__no one,0.348224
mask_all_leakage_groups,self-defeating,6,word__just store,0.331839
mask_all_leakage_groups,self-defeating,7,char__ no,0.310898
mask_all_leakage_groups,self-defeating,8,word__who,0.296522
mask_all_leakage_groups,self-defeating,9,char__ i ,0.286551
mask_all_leakage_groups,self-defeating,10,word__does,0.285572
mask_all_leakage_groups,self-defeating,11,word__think about,0.272355
mask_all_leakage_groups,self-defeating,12,word__oh no,0.267413
mask_all_leakage_groups,self-defeating,13,word__think,0.265235
mask_all_leakage_groups,self-defeating,14,word__one,0.263135
mask_all_leakage_groups,self-defeating,15,word__weeks,0.262874
mask_all_leakage_groups,self-defeating,16,word__waiting,0.261291
mask_all_leakage_groups,self-defeating,17,word__contact,0.259584
mask_all_leakage_groups,self-defeating,18,word__pls,0.259255
mask_all_leakage_groups,self-defeating,19,word__to hit,0.245043
mask_all_leakage_groups,self-defeating,20,char__tore ,0.244019
mask_all_leakage_groups,self-defeating,21,char__store,0.241482
mask_all_leakage_groups,self-defeating,22,word__use,0.239112
mask_all_leakage_groups,self-defeating,23,char__tore,0.236986
mask_all_leakage_groups,self-defeating,24,word__of mention,0.236846
mask_all_leakage_groups,self-defeating,25,word__shouldn,0.234296
