company_name,ticker,cik,fiscal_year,filing_date,total_assets,total_liabilities,market_cap,shares_outstanding,stock_price_fiscal_year_end,tobins_q,tobins_q_formula_used,data_available_flag,missing_component_reason
Amazon,AMZN,1018724,2023,2024-02-02,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
IBM,IBM,51143,2024,2025-02-25,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
IBM,IBM,51143,2025,2026-02-24,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Eli Lilly,LLY,59478,2023,2024-02-21,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Eli Lilly,LLY,59478,2024,2025-02-19,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Eli Lilly,LLY,59478,2025,2026-02-12,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Merck,MRK,310158,2023,2024-02-26,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Merck,MRK,310158,2024,2025-02-25,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Merck,MRK,310158,2025,2026-02-24,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Broadcom,AVGO,1730168,2023,2023-12-14,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Broadcom,AVGO,1730168,2024,2024-12-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Broadcom,AVGO,1730168,2025,2025-12-18,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Delta Air Lines,DAL,27904,2023,2024-02-12,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Delta Air Lines,DAL,27904,2024,2025-02-11,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Delta Air Lines,DAL,27904,2025,2026-02-11,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Pfizer,PFE,78003,2023,2024-02-22,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Pfizer,PFE,78003,2024,2025-02-27,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Pfizer,PFE,78003,2025,2026-02-26,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
TD Synnex,SNX,1177394,2023,2024-01-26,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
TD Synnex,SNX,1177394,2024,2025-01-24,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
TD Synnex,SNX,1177394,2025,2026-01-27,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
ConocoPhillips,COP,1163165,2023,2024-02-15,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
ConocoPhillips,COP,1163165,2024,2025-02-18,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
ConocoPhillips,COP,1163165,2025,2026-02-17,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Galaxy Digital,GLXY,1859392,2025,2026-02-26,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
AbbVie,ABBV,1551152,2023,2024-02-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
AbbVie,ABBV,1551152,2024,2025-02-14,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
AbbVie,ABBV,1551152,2025,2026-02-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Prudential Financial,PRU,1137774,2023,2024-02-21,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Prudential Financial,PRU,1137774,2024,2025-02-13,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Prudential Financial,PRU,1137774,2025,2026-02-12,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
TJX,TJX,109198,2023,2023-03-29,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
TJX,TJX,109198,2024,2024-04-03,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
TJX,TJX,109198,2025,2025-04-02,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Performance Food Group,PFGC,1618673,2023,2023-08-16,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Performance Food Group,PFGC,1618673,2024,2024-08-14,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Performance Food Group,PFGC,1618673,2025,2025-08-13,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
United Airlines Holdings,UAL,100517,2023,2024-02-29,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
United Airlines Holdings,UAL,100517,2024,2025-02-27,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
United Airlines Holdings,UAL,100517,2025,2026-02-12,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Oracle,ORCL,1341439,2023,2023-06-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Oracle,ORCL,1341439,2024,2024-06-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Oracle,ORCL,1341439,2025,2025-06-18,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Cisco Systems,CSCO,858877,2023,2023-09-07,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Cisco Systems,CSCO,858877,2024,2024-09-05,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Cisco Systems,CSCO,858877,2025,2025-09-03,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
HP,HPQ,47217,2023,2023-12-18,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
HP,HPQ,47217,2024,2024-12-13,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
HP,HPQ,47217,2025,2025-12-10,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Charter Communications,CHTR,1091667,2023,2024-02-02,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Charter Communications,CHTR,1091667,2024,2025-01-31,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Charter Communications,CHTR,1091667,2025,2026-01-30,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
American Airlines Group,AAL,6201,2023,2024-02-21,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
American Airlines Group,AAL,6201,2024,2025-02-19,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
American Airlines Group,AAL,6201,2025,2026-02-18,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Tyson Foods,TSN,100493,2023,2023-11-13,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Tyson Foods,TSN,100493,2024,2024-11-12,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Tyson Foods,TSN,100493,2025,2025-11-10,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Intel,INTC,50863,2023,2024-01-26,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Intel,INTC,50863,2024,2025-01-31,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Intel,INTC,50863,2025,2026-01-23,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Enterprise Products Partners,EPD,1061219,2023,2024-02-28,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Enterprise Products Partners,EPD,1061219,2024,2025-02-28,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Enterprise Products Partners,EPD,1061219,2025,2026-02-27,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Ingram Micro Holding,INGM,1897762,2024,2025-03-05,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Ingram Micro Holding,INGM,1897762,2025,2026-03-03,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
General Dynamics,GD,40533,2023,2024-02-08,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
General Dynamics,GD,40533,2024,2025-02-07,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
General Dynamics,GD,40533,2025,2026-01-30,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Uber Technologies,UBER,1543151,2023,2024-02-15,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Uber Technologies,UBER,1543151,2024,2025-02-14,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Uber Technologies,UBER,1543151,2025,2026-02-13,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Travelers,TRV,86312,2023,2024-02-15,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Travelers,TRV,86312,2024,2025-02-13,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Travelers,TRV,86312,2025,2026-02-12,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Bristol-Myers Squibb,BMY,14272,2023,2024-02-13,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Bristol-Myers Squibb,BMY,14272,2024,2025-02-12,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Bristol-Myers Squibb,BMY,14272,2025,2026-02-11,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Coca-Cola,KO,21344,2023,2024-02-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Coca-Cola,KO,21344,2024,2025-02-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Coca-Cola,KO,21344,2025,2026-02-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Nike,NKE,320187,2023,2023-07-20,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Nike,NKE,320187,2024,2024-07-25,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
Nike,NKE,320187,2025,2025-07-17,,,,,,,,false,total_assets; total_liabilities; market_cap; stock_price_fiscal_year_end; shares_outstanding
